[Header]	
System	TOC_TN	
S/W Version	1.00	
User		
Date/Time	23/12/2022 09:11:58	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	SD Area	CV Area	SD Conc	CV Conc	Excluded	Inj. Vol.	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:48:25	1	2	TN	167.9	167.5	30.26	30.18	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	2.974	1.78	0.5030	1.67	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:51:48	1	3	TN	164.3	167.5	29.65	30.18	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	2.974	1.78	0.5030	1.67	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 14:08:12	1	1	TC	39.35	39.52	9.571	9.611	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	0.2333	0.59	0.05595	0.58	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 14:11:57	1	2	TC	39.68	39.52	9.650	9.611	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	0.2333	0.59	0.05595	0.58	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:18:28	1	1	IC	10.28	10.25	2.824	2.818	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	0.04243	0.41	0.00903	0.32	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:20:38	1	2	IC	9.930	10.25	2.750	2.818	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	0.04243	0.41	0.00903	0.32	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:22:47	1	3	IC	10.22	10.25	2.811	2.818	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	0.04243	0.41	0.00903	0.32	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:08:12	1	1	TN	682.6	687.2	117.3	118.1	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	8.701	1.27	1.472	1.25	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:11:57	1	2	TN	681.7	687.2	117.2	118.1	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	8.701	1.27	1.472	1.25	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:15:53	1	3	TN	697.2	687.2	119.8	118.1	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	TOC:6.793mg/L TC:9.611mg/L IC:2.818mg/L TN:118.1mg/L	8.701	1.27	1.472	1.25	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 14:30:05	1	1	TC	28.72	30.84	7.022	7.531	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.2687	0.87	0.06443	0.86	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 14:33:51	1	2	TC	30.65	30.84	7.485	7.531	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.2687	0.87	0.06443	0.86	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 14:37:24	1	3	TC	31.76	30.84	7.751	7.531	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.2687	0.87	0.06443	0.86	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 14:40:30	1	4	TC	31.03	30.84	7.576	7.531	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.2687	0.87	0.06443	0.86	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:47:10	1	1	IC	15.10	17.21	3.851	4.299	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.02121	0.12	0.00452	0.11	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:49:22	1	2	IC	16.32	17.21	4.110	4.299	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.02121	0.12	0.00452	0.11	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:51:29	1	3	IC	17.22	17.21	4.302	4.299	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.02121	0.12	0.00452	0.11	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:53:36	1	4	IC	17.85	17.21	4.436	4.299	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.02121	0.12	0.00452	0.11	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:55:45	1	5	IC	17.19	17.21	4.296	4.299	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	0.02121	0.12	0.00452	0.11	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:30:05	1	1	TN	117.5	113.6	21.73	21.07	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	1.850	1.63	0.3129	1.49	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:33:51	1	2	TN	111.7	113.6	20.75	21.07	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	1.850	1.63	0.3129	1.49	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:37:24	1	3	TN	113.6	113.6	21.07	21.07	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	1.850	1.63	0.3129	1.49	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:40:30	1	4	TN	109.0	113.6	20.29	21.07	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	1.850	1.63	0.3129	1.49	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 14:44:09	1	5	TN	115.4	113.6	21.38	21.07	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	TOC:3.232mg/L TC:7.531mg/L IC:4.299mg/L TN:21.07mg/L	1.850	1.63	0.3129	1.49	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 15:02:35	1	1	TC	78.17	110.9	18.88	26.71	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	1.768	1.59	0.4239	1.59	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 15:05:56	1	2	TC	109.6	110.9	26.41	26.71	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	1.768	1.59	0.4239	1.59	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 15:09:20	1	3	TC	112.1	110.9	27.01	26.71	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	1.768	1.59	0.4239	1.59	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 15:20:07	1	1	IC	59.81	63.70	13.37	14.20	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	0.9122	1.43	0.1942	1.37	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 15:22:16	1	2	IC	64.34	63.70	14.34	14.20	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	0.9122	1.43	0.1942	1.37	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 15:24:26	1	3	IC	63.05	63.70	14.06	14.20	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	0.9122	1.43	0.1942	1.37	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:02:35	1	1	TN	345.4	445.3	60.28	77.18	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	22.11	4.97	3.740	4.85	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:05:56	1	2	TN	418.6	445.3	72.66	77.18	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	22.11	4.97	3.740	4.85	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:09:20	1	3	TN	419.8	445.3	72.86	77.18	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	22.11	4.97	3.740	4.85	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:12:49	1	4	TN	457.9	445.3	79.30	77.18	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	22.11	4.97	3.740	4.85	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S5_DF1	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:16:44	1	5	TN	458.3	445.3	79.37	77.18	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	TOC:12.52mg/L TC:26.71mg/L IC:14.20mg/L TN:77.18mg/L	22.11	4.97	3.740	4.85	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 15:30:18	1	1	TC	176.8	176.1	42.53	42.36	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	1.389	0.79	0.3331	0.79	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 15:32:51	1	2	TC	177.0	176.1	42.58	42.36	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	1.389	0.79	0.3331	0.79	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 15:35:25	1	3	TC	174.5	176.1	41.98	42.36	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	1.389	0.79	0.3331	0.79	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 15:38:06	1	1	IC	184.6	183.2	39.94	39.63	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	2.051	1.12	0.4366	1.10	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 15:40:21	1	2	IC	181.7	183.2	39.32	39.63	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	TOC:2.726mg/L TC:42.36mg/L IC:39.63mg/L	2.051	1.12	0.4366	1.10	0	50	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:47:18	1	1	TN	284.5	282.1	62.01	61.49	TN:61.49mg/L	TN:61.49mg/L	3.156	1.12	0.6673	1.09	0	40	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:50:39	1	2	TN	283.2	282.1	61.73	61.49	TN:61.49mg/L	TN:61.49mg/L	3.156	1.12	0.6673	1.09	0	40	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 15:53:55	1	3	TN	278.5	282.1	60.74	61.49	TN:61.49mg/L	TN:61.49mg/L	3.156	1.12	0.6673	1.09	0	40	
Unknown	TC/TN	watercheck	watercheck	C:\TOC-L\Methods\TOC_TN_watercheck TN and TC.met	C:\TOC-L\CalCurves\TOC_TN_TC_05_5ppm.2021_10_13_13_22_14.cal	1.00			12/12/2022 16:00:49	1	1	TC	1.355	1.297	-0.04983	-0.05844	TC:-0.05844mg/L TN:0.4907mg/L	TC:-0.05844mg/L TN:0.4907mg/L	0.08132	6.27	0.01217	-20.83	0	81	
Unknown	TC/TN	watercheck	watercheck	C:\TOC-L\Methods\TOC_TN_watercheck TN and TC.met	C:\TOC-L\CalCurves\TOC_TN_TC_05_5ppm.2021_10_13_13_22_14.cal	1.00			12/12/2022 16:03:35	1	2	TC	1.240	1.297	-0.06705	-0.05844	TC:-0.05844mg/L TN:0.4907mg/L	TC:-0.05844mg/L TN:0.4907mg/L	0.08132	6.27	0.01217	-20.83	0	81	
Unknown	TC/TN	watercheck	watercheck	C:\TOC-L\Methods\TOC_TN_watercheck TN and TC.met	C:\TOC-L\CalCurves\TOC_TN_TN_05_5ppm.2021_10_14_03_07_56.cal	1.00			12/12/2022 16:00:49	1	1	TN	8.680	2.111	1.339	0.4907	TC:-0.05844mg/L TN:0.4907mg/L	TC:-0.05844mg/L TN:0.4907mg/L	1.103	52.25	0.1424	29.02	1	81	
Unknown	TC/TN	watercheck	watercheck	C:\TOC-L\Methods\TOC_TN_watercheck TN and TC.met	C:\TOC-L\CalCurves\TOC_TN_TN_05_5ppm.2021_10_14_03_07_56.cal	1.00			12/12/2022 16:03:35	1	2	TN	2.891	2.111	0.5915	0.4907	TC:-0.05844mg/L TN:0.4907mg/L	TC:-0.05844mg/L TN:0.4907mg/L	1.103	52.25	0.1424	29.02	0	81	
Unknown	TC/TN	watercheck	watercheck	C:\TOC-L\Methods\TOC_TN_watercheck TN and TC.met	C:\TOC-L\CalCurves\TOC_TN_TN_05_5ppm.2021_10_14_03_07_56.cal	1.00			12/12/2022 16:06:08	1	3	TN	1.331	2.111	0.3900	0.4907	TC:-0.05844mg/L TN:0.4907mg/L	TC:-0.05844mg/L TN:0.4907mg/L	1.103	52.25	0.1424	29.02	0	81	
